ModelFullName,WTC,WTG,Designator,ManufacturerCode,AircraftDescription,EngineCount,EngineType
XL-2,L,G,XL2,LIBERTY (2),LandPlane,1,Piston
UFM-13 Lambada,L,G,UF13,URBAN,LandPlane,1,Piston
Pica 2,L,G,D139,DORNA,LandPlane,1,Piston
S-Ray 007,L,G,SRAY,DORNIER,Amphibian,1,Piston
328,M,G,D328,FAIRCHILD DORNIER,LandPlane,2,Turboprop/Turboshaft
Do-28D Skyservant,L,G,D28D,DORNIER,LandPlane,2,Piston
Do-28D-6 Turbo Skyservant,L,G,D28T,DORNIER,LandPlane,2,Turboprop/Turboshaft
Dornier 228,L,G,D228,RUAG,LandPlane,2,Turboprop/Turboshaft
Do-28B Agur,L,G,DO28,DORNIER,LandPlane,2,Piston
TA-3 Skywarrior,M,F,A3,DOUGLAS,LandPlane,2,Jet
TA-4 Super Skyhawk,M,G,A4,SINGAPORE,LandPlane,1,Jet
A-20 Havoc,M,G,A20,DOUGLAS,LandPlane,2,Piston
SBD Dauntless,L,G,SBD,DOUGLAS,LandPlane,1,Piston
Marksman,M,F,B26,ON MARK,LandPlane,2,Piston
Li-2,M,G,DC3,LISUNOV,LandPlane,2,Piston
A-1 Skyraider,M,G,A1,DOUGLAS,LandPlane,1,Piston
UC-67 Dragon,M,G,B23,DOUGLAS,LandPlane,2,Piston
VC-54 Skymaster,M,D,DC4,DOUGLAS,LandPlane,4,Piston
VC-117,M,G,DC3S,DOUGLAS,LandPlane,2,Piston
VC-118 Liftmaster,M,D,DC6,DOUGLAS,LandPlane,4,Piston
DC-2,M,G,DC2,DOUGLAS,LandPlane,2,Piston
DC-7 Seven Seas,M,D,DC7,DOUGLAS,LandPlane,4,Piston
DC-8-60,H,C,DC86,MCDONNELL DOUGLAS,LandPlane,4,Jet
DC-8-70,H,C,DC87,MCDONNELL DOUGLAS,LandPlane,4,Jet
DC-9-10,M,F,DC91,MCDONNELL DOUGLAS,LandPlane,2,Jet
DC-9-20,M,E,DC92,MCDONNELL DOUGLAS,LandPlane,2,Jet
VC-9,M,E,DC93,MCDONNELL DOUGLAS,LandPlane,2,Jet
DC-9-40,M,E,DC94,MCDONNELL DOUGLAS,LandPlane,2,Jet
DC-9-50,M,E,DC95,MCDONNELL DOUGLAS,LandPlane,2,Jet
DV-2 Infinity,L,G,DV2,DOVA,LandPlane,1,Piston
Skylark,L,G,DV1,MARSDEN,LandPlane,1,Piston
14 Bellanca 260,L,G,B14B,DOWNER,LandPlane,1,Piston
Tundra,L,G,TNDR,DREAM,LandPlane,1,Piston
Skylark,L,G,DSLK,DRIGGS,LandPlane,1,Piston
Black Swan,L,,BSWN,DRONAMICS,LandPlane,1,Piston
D-5 Turbi,L,G,D5TU,DRUINE,LandPlane,1,Piston
D-31 Turbulent,L,G,D31,STARK,LandPlane,1,Piston
D-62 Condor,L,G,D6CR,ROLLASON,LandPlane,1,Piston
J-RO,L,,JRO,DTA,Gyrocopter,1,Piston
DMZ-2 Osa,L,G,DUB2,TAIFUN,LandPlane,1,Piston
Mk5,L,G,DUR5,DURAND,LandPlane,1,Piston
RD-03 Edelweiss,L,G,RD03,DURUBLE,LandPlane,1,Piston
JD-2 Delta,L,G,JD2,DYKE,LandPlane,1,Piston
CR-120,L,G,CR10,DYN'AERO,LandPlane,1,Piston
MCR-2,L,G,MCR4,DYN'AERO,LandPlane,1,Piston
MCR-R180,L,G,MCRR,DYN'AERO,LandPlane,1,Piston
Twin-R,L,G,TWIR,DYN'AERO,LandPlane,2,Piston
H-3 Sport,L,,DYH3,DYNALI,Helicopter,1,Piston
H-2,L,G,DYH2,DYNALI,Helicopter,1,Piston
Biplane,L,G,BIPL,EAA,LandPlane,1,Piston
GS-700 Magic,L,G,MAGC,IBIS (2),LandPlane,1,Piston
Eclipse 550,L,G,EA50,ECLIPSE,LandPlane,2,Jet
Eclipse 400,L,G,EA40,ECLIPSE,LandPlane,1,Jet
EP-9 Prospector,L,G,EP9,LANCASHIRE,LandPlane,1,Piston
VR-203,L,G,VR20,EGVOYAGER,LandPlane,1,Piston
JE-2 Gyroplane,L,G,JE2,EICH,Gyrocopter,1,Piston
JK-05 Junior,L,G,JK05,EKOLOT,LandPlane,1,Piston
KR-030 Topaz,L,G,KR30,EKOLOT,LandPlane,1,Piston
C-3605,L,G,C365,EKW,LandPlane,1,Turboprop/Turboshaft
ELA-G8 Cruser,L,G,ELA7,ELA AVIACION,Gyrocopter,1,Piston
ELA-10 Eclipse,L,G,EL10,ELA AVIACION,Gyrocopter,1,Piston
Kochav,L,G,HRM9,ELBIT,LandPlane,1,Piston
IE-101 Elitar,L,G,ELTR,ELITAR,LandPlane,1,Piston
IE-202,L,G,EL20,ELITAR,LandPlane,1,Piston
Sigma,L,G,SIGM,ELITAR,LandPlane,1,Piston
Elixir,L,G,LXR,ELIXIR,LandPlane,1,Piston
Gweduck,L,G,GDUK,ELLISON-MAHON,Amphibian,2,Piston
CA-05 Christavia Mk1,L,G,CHR1,ELMWOOD,LandPlane,1,Piston
CH-8 Christavia Mk4,L,G,CHR4,ELMWOOD,LandPlane,1,Piston
MA-1 Paymaster,L,G,MA1,MURRAYAIR,LandPlane,1,Piston
ERJ-145LI,M,F,E145,HARBIN,LandPlane,2,Jet
ERJ-140,M,F,E135,EMBRAER,LandPlane,2,Jet
EMB-135BJ Legacy 650,M,F,E35L,HARBIN,LandPlane,2,Jet
G-19 Ipanema,L,G,IPAN,NEIVA,LandPlane,1,Piston
EMB-390,M,D,E390,EMBRAER,LandPlane,2,Jet
EMB-550 Legacy 500,M,F,E550,EMBRAER,LandPlane,2,Jet
EMB-545 Legacy 450,M,G,E545,EMBRAER,LandPlane,2,Jet
E190-E2,M,D,E290,EMBRAER,LandPlane,2,Jet
E195-E2,M,D,E295,EMBRAER,LandPlane,2,Jet
E175-E2,M,,E275,EMBRAER,LandPlane,2,Jet
ERJ-190-200,M,E,E195,EMBRAER,LandPlane,2,Jet
ERJ-190 Lineage 1000,M,E,E190,EMBRAER,LandPlane,2,Jet
ERJ-170-100,M,F,E170,EMBRAER,LandPlane,2,Jet
EMB-314 Super Tucano,L,G,E314,EMBRAER,LandPlane,1,Turboprop/Turboshaft
EMB-111 Bandeirulha,L,G,E110,EMBRAER,LandPlane,2,Turboprop/Turboshaft
EMB-145XR,M,F,E45X,EMBRAER,LandPlane,2,Jet
EMB-120 Brasilia,M,G,E120,NEIVA,LandPlane,2,Turboprop/Turboshaft
EMB-121 Xingu,L,G,E121,EMBRAER,LandPlane,2,Turboprop/Turboshaft
EMB-500 Phenom 100,L,G,E50P,EMBRAER,LandPlane,2,Jet
ERJ-170-200 (short wing),M,F,E75S,EMBRAER,LandPlane,2,Jet
ERJ-170-200 (long wing),M,F,E75L,EMBRAER,LandPlane,2,Jet
EMB-505 Phenom 300,M,G,E55P,EMBRAER,LandPlane,2,Jet
SJ-30,L,G,SJ30,SWEARINGEN,LandPlane,2,Jet
ECH-02 Namcu,L,G,NMCU,ENAER,LandPlane,1,Piston
T-35TX Aucán,L,G,TPIL,ENAER,LandPlane,1,Turboprop/Turboshaft
280,L,G,EN28,WUHAN,Helicopter,1,Piston
TH-28,L,G,EN48,WUHAN,Helicopter,1,Turboprop/Turboshaft
Epervier,L,G,EPER,EPERVIER (1),LandPlane,1,Piston
X-1,L,G,EPX1,EPERVIER (2),LandPlane,1,Piston
CP-328 Super Emeraude,L,G,CP32,PIEL,LandPlane,1,Piston
X-3,L,G,X3,EUROCOPTER,Helicopter,2,Turboprop/Turboshaft
SR-01 Magic,L,G,SR01,EURODISPLAY,LandPlane,1,Piston
FB-5 Star Light,L,G,FB5,EURO-FLY,LandPlane,1,Piston
Flash,L,G,FLSH,EURO-FLY,LandPlane,1,Piston
ATTL-1,L,G,ATTL,EURONEF,LandPlane,1,Piston
Europa,L,G,EUPA,EUROPA,LandPlane,1,Piston
F-15 Picchio,L,G,PICO,PROCAER,LandPlane,1,Piston
4500 Evangel,L,G,EVAN,EVANGEL,LandPlane,2,Piston
VP-2 Volksplane,L,G,VP2,EVANS,LandPlane,1,Piston
SportStar,L,G,EVSS,EVEKTOR,LandPlane,1,Piston
VUT-100 Cobra,L,G,VUT1,EVEKTOR,LandPlane,1,Piston
EV-97 Harmony,L,G,EV97,EVEKTOR,LandPlane,1,Piston
EV-55 Outback,L,G,EV55,EVEKTOR,LandPlane,2,Turboprop/Turboshaft
Evolution Turbine,L,G,EVOT,LANCAIR,LandPlane,1,Turboprop/Turboshaft
Ellipse,L,G,ELPS,EXPLORER (1),LandPlane,1,Piston
Express,L,G,EXPR,WHEELER,LandPlane,1,Piston
EA-200,L,G,E200,EXTRA,LandPlane,1,Piston
EA-230,L,G,E230,EXTRA,LandPlane,1,Piston
EA-350,L,G,E300,EXTRA,LandPlane,1,Piston
EA-400,L,G,E400,EXTRA,LandPlane,1,Piston
EA-500,L,G,E500,EXTRA,LandPlane,1,Turboprop/Turboshaft
NG,L,G,EXNG,EXTRA,LandPlane,1,Piston
OA-10 Thunderbolt 2,M,F,A10,FAIRCHILD (1),LandPlane,2,Jet
SA-226TC Metro,L/M,G,SW4,SWEARINGEN,LandPlane,2,Turboprop/Turboshaft
F-78 Packet,M,D,C82,FAIRCHILD (1),LandPlane,2,Piston
R4Q Flying Boxcar,M,D,C119,FAIRCHILD (1),LandPlane,2,Piston
C-123 Provider,M,D,C123,FAIRCHILD (1),LandPlane,2,Piston
UC-61 Forwarder,L,G,FA24,FAIRCHILD (1),LandPlane,1,Piston
RH-1100 Pegasus,L,G,FH11,ROGERSON HILLER,Helicopter,1,Turboprop/Turboshaft
PT-26 Cornell,L,G,FA62,FLEET,LandPlane,1,Piston
UV-20 Chiricahua,L,G,PC6T,PILATUS,LandPlane,1,Turboprop/Turboshaft
SA-226TB Merlin 3,L,G,SW3,SWEARINGEN,LandPlane,2,Turboprop/Turboshaft
C-4 Challenger,L,G,KR34,KREIDER-REISNER,LandPlane,1,Piston
C-2 Challenger,L,G,KR31,KREIDER-REISNER,LandPlane,1,Piston
C-6 Challenger,L,G,KR21,KREIDER-REISNER,LandPlane,1,Piston
F-11 Husky,L,G,FA11,FAIRCHILD (2),LandPlane,1,Piston
UH-12E Hauler,L,G,UH12,ROGERSON HILLER,Helicopter,1,Piston
Firefly,L,G,FFLY,FAIREY,LandPlane,1,Piston
Gannet,M,G,GANT,FAIREY,LandPlane,1,Turboprop/Turboshaft
F-3,L,G,FJR3,FAJR,LandPlane,1,Piston
LN-27 Furio,L,G,LN27,FALCOMPOSITE,LandPlane,1,Piston
Falcon 402,L,G,F402,FALCON AIR,LandPlane,1,Turboprop/Turboshaft
Falcon 421,L,G,F421,FALCON AIR,LandPlane,1,Turboprop/Turboshaft
LA-5 Major,L,G,MAJR,PHOENIX (1),LandPlane,1,Piston
HM-380,L,G,HM38,MIGNET,LandPlane,1,Piston
SAL P-51D Mustang,L,G,FS51,FALCONAR,LandPlane,1,Piston
K-209 KISS,L,G,K209,FAMA,Helicopter,1,Turboprop/Turboshaft
Allegro,L,G,ALGR,LSA AMERICA,LandPlane,1,Piston
FG-01 Origan,L,G,FG01,FARIGOUX,LandPlane,1,Piston
F-1 Kestrel,L,G,KEST,FARNBOROUGH,LandPlane,1,Turboprop/Turboshaft
ArrowCopter,L,G,AC10,FD-COMPOSITES,Gyrocopter,1,Piston
TR-200,L,G,TR20,TECH'AERO ,LandPlane,1,Piston
AS-202-26 Bravo,L,G,AS02,FFA,LandPlane,1,Piston
AS-202-32TP Turbine Bravo,L,G,AS2T,FFA,LandPlane,1,Turboprop/Turboshaft
Eurotrainer 2000,L,G,EURT,FFT,LandPlane,1,Piston
SC-01 Speed Canard,L,G,SC01,GYROFLUG,LandPlane,1,Piston
G-46,L,G,G46,FIAT,LandPlane,1,Piston
G-59,L,G,G59,FIAT,LandPlane,1,Piston
G-91R,L,G,G91,FIAT,LandPlane,1,Jet
K-65 Cap,L,G,F156,MRAZ,LandPlane,1,Piston
P-51,L,G,FE51,FIGHTER ESCORT WINGS,LandPlane,1,Piston
D,L,G,FIKD,FIKE,LandPlane,1,Piston
E,L,G,FIKE,FIKE,LandPlane,1,Piston
Falco,L,G,FLCO,SELEX GALILEO,LandPlane,1,Piston
Celebrity,L,G,CLBR,FISHER AERO,LandPlane,1,Piston
Dakota Hawk,L,G,DAKH,FISHER,LandPlane,1,Piston
Horizon,L,G,HORZ,FISHER AERO,LandPlane,1,Piston
RS-80 Tiger Moth,L,G,TMOT,FISHER,LandPlane,1,Piston
Culex,L,G,CULX,FISHER AERO,LandPlane,2,Piston
Scooter,L,G,SCTR,FLAGLOR,LandPlane,1,Piston
FA-01 Smaragd,L,G,FA01,FLÄMING AIR,LandPlane,1,Piston
FA-02 Smaragd VLA,L,G,FA02,FLÄMING AIR,LandPlane,1,Piston
FA-03 Smaragd TMG,L,G,FA03,FLÄMING AIR,LandPlane,1,Piston
FA-04 Peregrine,L,G,FA04,FLÄMING AIR,LandPlane,1,Piston
LAR-1,L,G,LAR1,FLARIS,LandPlane,1,Jet
2,L,G,FLE2,FLEET,LandPlane,1,Piston
7 Fawn,L,G,FLE7,FLEET,LandPlane,1,Piston
16 Finch,L,G,FINC,FLEET,LandPlane,1,Piston
60 Fort,L,G,FORT,FLEET,LandPlane,1,Piston
80 Canuck,L,G,CNUK,LEAVENS,LandPlane,1,Piston
F-4 Sea Bird,L,G,FWSB,FLEETWINGS,Amphibian,1,Piston
CT,L,G,FDCT,FLIGHT DESIGN,LandPlane,1,Piston
MC,L,G,FDMC,FLIGHT DESIGN,LandPlane,1,Piston
F-2,L,G,FDF2,FLIGHT DESIGN,LandPlane,1,Piston
F-2e,L,G,FD2E,FLIGHT DESIGN,LandPlane,1,Electric
KLA-100,L,G,KL10,FLIGHT DESIGN-VESSEL,LandPlane,1,Piston
PL-12 Skyfarmer,L,G,PL12,TRANSAVIA,LandPlane,1,Piston
Z-21 Flitzer,L,G,FLIZ,FLITZER,LandPlane,1,Piston
SAH-1,L,G,SAH1,TRAGO MILLS,LandPlane,1,Piston
DK-1 Der Kricket,L,G,KRIC,FLSZ,LandPlane,1,Piston
Fw-190 Replica,L,G,FW90,FOCKE-WULF,LandPlane,1,Piston
Storch,L,,STCH,GRYPHEN,LandPlane,1,Piston
Texan,L,,TEXA,GRYPHEN,LandPlane,1,Piston
Wallaby,L,G,WLBY,FLY SYNTHESIS,LandPlane,1,Piston
Syncro,L,,SYNC,GRYPHEN,LandPlane,1,Piston
Catalina,L,,CTLN,GRYPHEN,Amphibian,1,Piston
Flyer SS,L,G,FLSS,KOLB,LandPlane,1,Piston
Pelican,L,G,PELI,ULTRAVIA,LandPlane,1,Piston
LN-3 Seagull,L,G,LN3,FLYGFABRIKEN,Amphibian,1,Piston
Tucano Replica,L,G,TUCR,FLYING LEGEND,LandPlane,1,Piston
Turbine Tucano Replica,L,G,TUCT,FLYING LEGEND,LandPlane,1,Turboprop/Turboshaft
FM-250 Vampire,L,G,FM25,FLYING MACHINES,LandPlane,1,Piston
MD-3 Rider,L,G,MD3R,NEXT AIRCRAFT,LandPlane,1,Piston
FW-02 Flywhale,L,G,FW02,FLYWHALE,Amphibian,1,Piston
IAe-20 El Boyero,L,G,EBOY,PETROLINI,LandPlane,1,Piston
Fw-44 Stieglitz,L,G,FW44,FOCKE-WULF,LandPlane,1,Piston
IA-58 Pucará,L,G,IA58,FMA,LandPlane,2,Turboprop/Turboshaft
IA-63 Pampa,L,G,IA63,LMAASA,LandPlane,1,Jet
Qualt,L,G,QALT,FMP,LandPlane,1,Piston
P-149,L,G,P149,PIAGGIO,LandPlane,1,Piston
50 Maritime Enforcer,M,E,F50,FOKKER,LandPlane,2,Turboprop/Turboshaft
60,M,E,F60,FOKKER,LandPlane,2,Turboprop/Turboshaft
70,M,E,F70,FOKKER,LandPlane,2,Jet
100,M,E,F100,FOKKER,LandPlane,2,Jet
D-7 Replica,L,G,D7,FOKKER,LandPlane,1,Piston
D-8 Replica,L,G,D8,FOKKER,LandPlane,1,Piston
Fokker Dr-1,L,G,DR1,SANDS,LandPlane,1,Piston
F-16 Fighting Falcon,M,F,F16,TAI,LandPlane,1,Jet
F-28 Fellowship,M,F,F28,FOKKER,LandPlane,2,Jet
S-11 Instructor,L,G,S11,FOKKER,LandPlane,1,Piston
D-21 Replica,L,G,D21,FOKKER,LandPlane,1,Piston
F-7 Replica,L,G,F7,FOKKER,LandPlane,3,Piston
Gnat,L,G,GNAT,HAWKER SIDDELEY,LandPlane,1,Jet
5-AT Tri-Motor,L,G,TRIM,FORD,LandPlane,3,Piston
100 Centennial,L,G,CENT,FOUND,LandPlane,1,Piston
FBA-2 Expedition E350,L,G,FBA2,PACIFIC AEROSPACE,LandPlane,1,Piston
T-67 Firefly,L,G,RF6,SLINGSBY,LandPlane,1,Piston
Terrier,L,G,TERR,FOXCON,LandPlane,1,Piston
G-73T Turbo Mallard,L,G,G73T,GRUMMAN,Amphibian,2,Turboprop/Turboshaft
Frontier MD-2,L,G,FRON,FRONTIER,LandPlane,1,Piston
FA-200 Aero Subaru,L,G,SUBA,FUJI,LandPlane,1,Piston
710 Commander 710,L,G,RC70,ROCKWELL,LandPlane,2,Piston
LM-2 Nikko,L,G,KM2,FUJI,LandPlane,1,Piston
T-5,L,G,T5,FUJI,LandPlane,1,Turboprop/Turboshaft
T1F,L,G,T1,FUJI,LandPlane,1,Jet
T-7,L,G,T7,FUJI,LandPlane,1,Turboprop/Turboshaft
G-1,L,G,G1,GUERIN,LandPlane,1,Piston
N-24 Nomad,L,G,NOMA,GAF,LandPlane,2,Turboprop/Turboshaft
GB-1 GameBird,L,G,GB1,GAME COMPOSITES,LandPlane,1,Piston
SCAN-30,L,G,G44,SCAN,Amphibian,2,Piston
GY-80 Horizon,L,G,GY80,SUD,LandPlane,1,Piston
GY-100 Bagheera,L,G,GY10,GARDAN,LandPlane,1,Piston
Melmoth 2,L,G,MEL2,GARRISON,LandPlane,1,Piston
AG-02 Poussin,L,G,AG02,GATARD,LandPlane,1,Piston
AG-04 Pigeon,L,G,AG04,GATARD,LandPlane,1,Piston
24,L,G,LJ24,LEAR JET,LandPlane,2,Jet
25,L,G,LJ25,LEAR JET,LandPlane,2,Jet
29,L,G,LJ28,GATES LEARJET,LandPlane,2,Jet
31,M,G,LJ31,LEARJET,LandPlane,2,Jet
VU-35,M,G,LJ35,LEARJET,LandPlane,2,Jet
VU-55,M,G,LJ55,LEARJET,LandPlane,2,Jet
G1-80 Skyfarer,L,G,G180,GENERAL AIRCRAFT,LandPlane,1,Piston
MQ-1 Gray Eagle,L,,Q1,GENERAL ATOMICS,LandPlane,1,Piston
NR-05,L,G,Q9,GENERAL ATOMICS,LandPlane,1,Turboprop/Turboshaft
F-20 Pegaso,L,G,PEGA,GENERAL AVIA,LandPlane,2,Piston
F-20TP Condor,L,G,CNDR,GENERAL AVIA,LandPlane,2,Turboprop/Turboshaft
F-22 Pinguino Sprint,L,G,PINO,GENERAL AVIA,LandPlane,1,Piston
G-36 Wildcat,L,G,WCAT,GRUMMAN,LandPlane,1,Piston
TBF Avenger,M,G,TBM,GRUMMAN,LandPlane,1,Piston
GenPro,L,G,GPRO,GENEVATION,LandPlane,1,Piston
MB-308,L,G,M308,MACCHI,LandPlane,1,Piston
GA-10,L,G,GA10,GIPPSAERO,LandPlane,1,Turboprop/Turboshaft
GA-8 Airvan,L,G,GA8,GIPPSLAND,LandPlane,1,Piston
GA-200 Fatman,L,G,GA20,GIPPSLAND,LandPlane,1,Piston
SH-4 GlaStar,L,G,GLST,STODDARD-HAMILTON,LandPlane,1,Piston
Glasair,L,G,GLAS,STODDARD-HAMILTON,LandPlane,1,Piston
SG-70 STOLGlass,L,G,SG70,GLASS,LandPlane,1,Piston
SQ-2000,L,G,SQ2T,KLS COMPOSITES,LandPlane,1,Piston
GC-1 Swift,L,G,GC1,TEMCO,LandPlane,1,Piston
Gauntlet,L,G,GAUN,GLOSTER,LandPlane,1,Piston
Gladiator,L,G,GLAD,GLOSTER,LandPlane,1,Piston
Pretty Flight,L,G,PRET,GM&T,LandPlane,1,Piston
F-30 Brio,L,G,F30,GOLDEN CAR,LandPlane,1,Piston
T-Bird 3,L,G,TBR3,GOLDEN CIRCLE,LandPlane,1,Piston
9000 Sportster,L,G,SPST,REARWIN,LandPlane,1,Piston
2T-1,L,G,G2T1,WACO CLASSIC,LandPlane,1,Piston
Sonerai,L,G,SRAI,MONNETT,LandPlane,1,Piston
Pietenpol Aircamper,L,G,CAMP,ST. CROIX,LandPlane,1,Piston
Lionheart,L,G,LION,GRIFFON,LandPlane,1,Piston
Griffon,L,G,GRFN,GRIFFON AERO,LandPlane,1,Piston
G-520 Strato 1,L,G,EGRT,GROB,LandPlane,1,Turboprop/Turboshaft
G-109 Vigilant,L,G,G109,GROB,LandPlane,1,Piston
G-115E Tutor,L,G,G115,GROB,LandPlane,1,Piston
G-115T Acro,L,G,G15T,GROB,LandPlane,1,Piston
G-120 Snunit,L,G,G120,GROB,LandPlane,1,Piston
G-140TP,L,G,G140,GROB,LandPlane,1,Turboprop/Turboshaft
G-160 Ranger,L,G,G160,GROB,LandPlane,1,Turboprop/Turboshaft
G-180 SPn Utility Jet,L,G,GSPN,GROB,LandPlane,2,Jet
G-120TP,L,G,G12T,GROB,LandPlane,1,Turboprop/Turboshaft
H2X Hawk 3,L,G,HAW3,GROEN,Gyrocopter,1,Piston
Hawk 4,L,G,HW4P,GROEN,Gyrocopter,1,Piston
Jet Hawk 4T,L,G,HW4T,GROEN,Gyrocopter,1,Turboprop/Turboshaft
Revcon 6G,L,G,REV6,GROEN,Gyrocopter,1,Turboprop/Turboshaft
Trail,L,G,TRAL,GROPPO,LandPlane,1,Piston
G-70,L,G,G70,GROPPO,LandPlane,1,Piston
Easy Eagle,L,G,EAEA,GROSSO,LandPlane,1,Piston
KA-6 Intruder,M,F,A6,GRUMMAN,LandPlane,2,Jet
RV-1 Mohawk,M,G,V1,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
TF Trader,M,G,G96,GRUMMAN,LandPlane,2,Piston
C-2 Greyhound,M,F,C2,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
G-1159TT Gulfstream 2TT,M,F,GLF2,GULFSTREAM AMERICAN,LandPlane,2,Jet
E-2 Hawkeye,M,F,E2,NORTHROP GRUMMAN,LandPlane,2,Turboprop/Turboshaft
G-32 Replica,L,G,F3F,TEXAS AIRPLANE,LandPlane,1,Piston
G-50 Hellcat,L,G,HCAT,GRUMMAN,LandPlane,1,Piston
G-51 Tigercat,M,G,TCAT,GRUMMAN,LandPlane,2,Piston
G-58 Bearcat,L,G,BCAT,GRUMMAN,LandPlane,1,Piston
G-79 Panther,M,G,F9F,GRUMMAN,LandPlane,1,Jet
F-14 Tomcat,M,F,F14,GRUMMAN,LandPlane,2,Jet
JRF Goose,L,G,G21,GRUMMAN,Amphibian,2,Piston
UF Albatross,M,F,U16,GRUMMAN,Amphibian,2,Piston
G-73 Mallard,L,G,G73,GRUMMAN,Amphibian,2,Piston
VC-4 Gulfstream 1,M,G,G159,GRUMMAN,LandPlane,2,Turboprop/Turboshaft
TB-360 Tangara,L,G,GA7,SOCATA,LandPlane,2,Piston
P-27 Skyster,L,G,P27,GRYF,LandPlane,1,Piston
G-2 Cabri,L,G,G2CA,GUIMBAL,Helicopter,1,Piston
JZ-6,M,G,MG19,SHENYANG,LandPlane,2,Jet
JL-9 Shanying,M,G,JL9,GUIZHOU,LandPlane,1,Jet
690 Turbo Commander 690,L,G,AC90,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
695 Jetprop Commander 1000,L,G,AC95,ROCKWELL,LandPlane,2,Turboprop/Turboshaft
G-1159A Gulfstream SMA-3,M,F,GLF3,GULFSTREAM AMERICAN,LandPlane,2,Jet
U-4 Gulfstream 4,M,F,GLF4,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-5SP Oron,M,E,GLF5,GULFSTREAM AEROSPACE,LandPlane,2,Jet
Gulfstream G280,M,G,G280,IAI,LandPlane,2,Jet
C-38 Astra,M,G,ASTR,IAI,LandPlane,2,Jet
Gulfstream G150,M,G,G150,IAI,LandPlane,2,Jet
1126 Gulfstream G200,M,G,GALX,IAI,LandPlane,2,Jet
G-7 Gulfstream G500,M,E,GA5C,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-7 Gulfstream G600,M,E,GA6C,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-8 Gulfstream G700,M,E,GA7C,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-6 Gulfstream G650,M,E,GLF6,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-7 Gulfstream G400,M,,GA4C,GULFSTREAM AEROSPACE,LandPlane,2,Jet
G-8 Gulfstream G800,M,,GA8C,GULFSTREAM AEROSPACE,LandPlane,2,Jet
Gulfstream G300,M,,GA3C,IAI,LandPlane,2,Jet
D-4 Replica,L,G,HLD4,HALBERSTADT,LandPlane,1,Piston
CL-4 Replica,L,,HLC4,HALBERSTADT,LandPlane,1,Piston
Apollo AG-1 Gyro,L,,AG1,HALLEY,Gyrocopter,1,Piston
Apollo Fox,L,G,AFOX,HALLEY,LandPlane,1,Piston
Saffire,L,G,SAFF,HALSTED,LandPlane,1,Piston
T-28 Fennec,L,G,T28,SUD,LandPlane,1,Piston
SF-2 Cygnet,L,G,SF2,VIKING (1),LandPlane,1,Piston
Il-28,M,F,IL28,ILYUSHIN,LandPlane,2,Jet
SH-5,M,D,SH5,HARBIN,SeaPlane,4,Turboprop/Turboshaft
Y-11,L,G,Y11,HARBIN,LandPlane,2,Piston
Mi-4,L,G,MI4,MIL,Helicopter,1,Piston
Y-12-4,L,G,Y12,HARBIN,LandPlane,2,Turboprop/Turboshaft
Y-12F Aircar,M,G,Y12F,HARBIN,LandPlane,2,Turboprop/Turboshaft
Rocket,L,G,HROC,HARMON,LandPlane,1,Piston
LS-2,L,G,LS2,HAT,LandPlane,1,Piston
Hatz Classic,L,G,CB1,MAKELAN,LandPlane,1,Piston
Cygnet Replica,L,G,CYGT,HAWKER,LandPlane,1,Piston
Sea Fury,L,G,FURY,HAWKER,LandPlane,1,Piston
Hind,L,G,HIND,HAWKER,LandPlane,1,Piston
Hunter,M,G,HUNT,HAWKER,LandPlane,1,Jet
Sea Hurricane,L,G,HURI,HAWKER,LandPlane,1,Piston
390 Premier 1,L,G,PRM1,RAYTHEON,LandPlane,2,Jet
4000 Hawker Horizon,M,G,HA4T,RAYTHEON,LandPlane,2,Jet
PC-9 Hudournik,L,G,PC9,PILATUS,LandPlane,1,Turboprop/Turboshaft
Buccaneer,M,F,BUC,HAWKER SIDDELEY,LandPlane,2,Jet
HS-125-600,M,G,H25A,HAWKER SIDDELEY,LandPlane,2,Jet
HB-202 Fledger,L,G,H202,HB-AIRCRAFT,LandPlane,1,Piston
HB-207 Alfa,L,G,H207,HB-FLUGTECHNIK,LandPlane,1,Piston
CH-200 Zénith,L,G,CH20,ZENAIR,LandPlane,1,Piston
H-1 Commuter,L,G,COMU,TAMARIND,Helicopter,1,Piston
HST-550 Stallion,L,G,STLN,HELIO,LandPlane,1,Turboprop/Turboshaft
U-10 Super Courier,L,G,COUR,HELIO,LandPlane,1,Piston
U-5 Twin Courier,L,G,TCOU,HELIO,LandPlane,2,Piston
CH-7 Kompress,L,G,CH7,HELI-SPORT,Helicopter,1,Piston
HX-2 Wasp,L,G,HX2,HELOWERKS,Helicopter,1,Turboprop/Turboshaft
Shahed OH-78,L,G,S278,HESA,Helicopter,1,Turboprop/Turboshaft
Shahed AH-85,L,G,S285,HESA,Helicopter,1,Turboprop/Turboshaft
HFB-320 Hansa,M,G,HF20,MBB,LandPlane,2,Jet
